ID,Design,Year,LU,Species,Valley,Prove,Elevation,SiteName
O1Qu013,IS,2019,76.53333333,Quercus,Ossau,O1,100,JosQu
O1Qu003,IS,2019,77.5625,Quercus,Ossau,O1,100,JosQu
O1Qu014,IS,2019,65.5,Quercus,Ossau,O1,100,JosQu
O1Qu015,IS,2019,77.5625,Quercus,Ossau,O1,100,JosQu
O1Qu001,IS,2019,87.68421053,Quercus,Ossau,O1,100,JosQu
O1Qu006,IS,2019,78.05882353,Quercus,Ossau,O1,100,JosQu
O1Qu007,IS,2019,82.04,Quercus,Ossau,O1,100,JosQu
O1Qu009,IS,2019,81.42372881,Quercus,Ossau,O1,100,JosQu
O1Qu010,IS,2019,71.61538462,Quercus,Ossau,O1,100,JosQu
O1Qu008,IS,2019,73.69090909,Quercus,Ossau,O1,100,JosQu
O1Fa032,IS,2019,99.44444444,Fagus,Ossau,O1,100,JosQu
O1Fa033,IS,2019,107,Fagus,Ossau,O1,100,JosQu
O1Fa035,IS,2019,104.4285714,Fagus,Ossau,O1,100,JosQu
O1Fa034,IS,2019,112.3333333,Fagus,Ossau,O1,100,JosQu
O1Qu017,IS,2019,71.3125,Quercus,Ossau,O1,100,JosQu
O1Qu018,IS,2019,78.89473684,Quercus,Ossau,O1,100,JosQu
O1Qu019,IS,2019,82.11764706,Quercus,Ossau,O1,100,JosQu
O1Qu020,IS,2019,78.5,Quercus,Ossau,O1,100,JosQu
O1Qu021,IS,2019,90,Quercus,Ossau,O1,100,JosQu
O1Qu023,IS,2019,71.16666667,Quercus,Ossau,O1,100,JosQu
O1Qu024,IS,2019,73.81818182,Quercus,Ossau,O1,100,JosQu
O1Qu025,IS,2019,77,Quercus,Ossau,O1,100,JosQu
O1Qu026,IS,2019,79,Quercus,Ossau,O1,100,JosQu
O1Qu027,IS,2019,70,Quercus,Ossau,O1,100,JosQu
O1Qu028,IS,2019,84,Quercus,Ossau,O1,100,JosQu
O1Qu029,IS,2019,72.8,Quercus,Ossau,O1,100,JosQu
O1Fa010,IS,2019,110.5,Fagus,Ossau,O1,100,JosQu
O1Fa009,IS,2019,111.4347826,Fagus,Ossau,O1,100,JosQu
O1Fa008,IS,2019,119.3529412,Fagus,Ossau,O1,100,JosQu
O1Fa007,IS,2019,114.5,Fagus,Ossau,O1,100,JosQu
O1Fa006,IS,2019,119,Fagus,Ossau,O1,100,JosQu
O1Fa005,IS,2019,110.3913043,Fagus,Ossau,O1,100,JosQu
O1Fa001,IS,2019,117,Fagus,Ossau,O1,100,JosQu
O1Fa003,IS,2019,110.9310345,Fagus,Ossau,O1,100,JosQu
O8Qu010,IS,2019,114.6875,Quercus,Ossau,O8,800,LH
O8Qu009,IS,2019,118.3265306,Quercus,Ossau,O8,800,LH
O8Qu007,IS,2019,123.2941176,Quercus,Ossau,O8,800,LH
O8Qu008,IS,2019,115.4,Quercus,Ossau,O8,800,LH
O8Qu022,IS,2019,119.0697674,Quercus,Ossau,O8,800,LH
O8Qu001,IS,2019,114.8947368,Quercus,Ossau,O8,800,LH
O8Qu011,IS,2019,117.5,Quercus,Ossau,O8,800,LH
O8Qu012,IS,2019,109.3076923,Quercus,Ossau,O8,800,LH
O8Qu013,IS,2019,127.1071429,Quercus,Ossau,O8,800,LH
O8Qu014,IS,2019,115.1176471,Quercus,Ossau,O8,800,LH
O8Qu015,IS,2019,106.8983051,Quercus,Ossau,O8,800,LH
O8Qu016,IS,2019,115.25,Quercus,Ossau,O8,800,LH
O8Qu017,IS,2019,127.6896552,Quercus,Ossau,O8,800,LH
O8Qu018,IS,2019,127.4067797,Quercus,Ossau,O8,800,LH
O8Qu019,IS,2019,114.0588235,Quercus,Ossau,O8,800,LH
O8Qu004,IS,2019,118.625,Quercus,Ossau,O8,800,LH
O8Qu021,IS,2019,109.3636364,Quercus,Ossau,O8,800,LH
O8Qu002,IS,2019,115.1176471,Quercus,Ossau,O8,800,LH
O8Qu003,IS,2019,117.2105263,Quercus,Ossau,O8,800,LH
O8Qu020,IS,2019,122,Quercus,Ossau,O8,800,LH
O8Qu005,IS,2019,111.3846154,Quercus,Ossau,O8,800,LH
O8Qu006,IS,2019,116.8076923,Quercus,Ossau,O8,800,LH
L4Qu009,IS,2019,81.95652174,Quercus,Luz,L4,400,Ade
L4Qu033,IS,2019,107.7777778,Quercus,Luz,L4,400,Ade
L4Qu010,IS,2019,81.65217391,Quercus,Luz,L4,400,Ade
L4Qu034,IS,2019,104.1666667,Quercus,Luz,L4,400,Ade
L4Qu020,IS,2019,71.82352941,Quercus,Luz,L4,400,Ade
L4Qu062,IS,2019,99.78947368,Quercus,Luz,L4,400,Ade
L4Qu037,IS,2019,105,Quercus,Luz,L4,400,Ade
L4Qu027,IS,2019,77.5483871,Quercus,Luz,L4,400,Ade
L4Qu026,IS,2019,72.61538462,Quercus,Luz,L4,400,Ade
L4Qu014,IS,2019,82.31914894,Quercus,Luz,L4,400,Ade
L4Qu015,IS,2019,73.33333333,Quercus,Luz,L4,400,Ade
L4Qu055,IS,2019,82.56521739,Quercus,Luz,L4,400,Ade
L4Qu019,IS,2019,70.58333333,Quercus,Luz,L4,400,Ade
L4Qu056,IS,2019,102,Quercus,Luz,L4,400,Ade
L4Qu057,IS,2019,87.30769231,Quercus,Luz,L4,400,Ade
L4Qu058,IS,2019,96.55555556,Quercus,Luz,L4,400,Ade
L4Qu031,IS,2019,70.58333333,Quercus,Luz,L4,400,Ade
L4Qu054,IS,2019,107.7777778,Quercus,Luz,L4,400,Ade
L4Qu032,IS,2019,75.26086957,Quercus,Luz,L4,400,Ade
L4Qu016,IS,2019,80.8,Quercus,Luz,L4,400,Ade
L4Qu048,IS,2019,108.3898305,Quercus,Luz,L4,400,Ade
L4Qu049,IS,2019,99.55,Quercus,Luz,L4,400,Ade
L4Qu050,IS,2019,100.6,Quercus,Luz,L4,400,Ade
L4Qu052,IS,2019,107.7777778,Quercus,Luz,L4,400,Ade
L4Qu039,IS,2019,100.8333333,Quercus,Luz,L4,400,Ade
L4Qu012,IS,2019,75.51111111,Quercus,Luz,L4,400,Ade
L4Qu070,IS,2019,92.87878788,Quercus,Luz,L4,400,Ade
L4Qu071,IS,2019,90.27272727,Quercus,Luz,L4,400,Ade
L4Qu072,IS,2019,87.30769231,Quercus,Luz,L4,400,Ade
L4Qu040,IS,2019,99.66666667,Quercus,Luz,L4,400,Ade
L4Qu041,IS,2019,97.73913043,Quercus,Luz,L4,400,Ade
L4Qu042,IS,2019,96.86666667,Quercus,Luz,L4,400,Ade
L4Qu047,IS,2019,99.72093023,Quercus,Luz,L4,400,Ade
L4Qu022,IS,2019,72.3125,Quercus,Luz,L4,400,Ade
L16Fa034,IS,2019,141.4571429,Fagus,Luz,L16,1600,Peguere
L16Fa033,IS,2019,138,Fagus,Luz,L16,1600,Peguere
L16Fa032,IS,2019,148.4285714,Fagus,Luz,L16,1600,Peguere
L16Fa031,IS,2019,138.7647059,Fagus,Luz,L16,1600,Peguere
L16Fa039,IS,2019,140.75,Fagus,Luz,L16,1600,Peguere
L16Fa011,IS,2019,139.25,Fagus,Luz,L16,1600,Peguere
L16Fa012,IS,2019,141.0540541,Fagus,Luz,L16,1600,Peguere
L16Fa013,IS,2019,138,Fagus,Luz,L16,1600,Peguere
L16Fa014,IS,2019,141.0540541,Fagus,Luz,L16,1600,Peguere
L16Fa015,IS,2019,143,Fagus,Luz,L16,1600,Peguere
L16Fa016,IS,2019,142.4375,Fagus,Luz,L16,1600,Peguere
L16Fa017,IS,2019,142.4375,Fagus,Luz,L16,1600,Peguere
L16Fa018,IS,2019,141.9411765,Fagus,Luz,L16,1600,Peguere
L16Fa019,IS,2019,138.2631579,Fagus,Luz,L16,1600,Peguere
L16Fa001,IS,2019,137.375,Fagus,Luz,L16,1600,Peguere
L16Fa020,IS,2019,140.6923077,Fagus,Luz,L16,1600,Peguere
L16Fa002,IS,2019,134,Fagus,Luz,L16,1600,Peguere
L16Fa003,IS,2019,138.2631579,Fagus,Luz,L16,1600,Peguere
L16Fa004,IS,2019,134,Fagus,Luz,L16,1600,Peguere
L16Fa005,IS,2019,138,Fagus,Luz,L16,1600,Peguere
L16Fa006,IS,2019,140,Fagus,Luz,L16,1600,Peguere
L16Fa007,IS,2019,138.5,Fagus,Luz,L16,1600,Peguere
L16Fa008,IS,2019,141.1052632,Fagus,Luz,L16,1600,Peguere
L16Fa009,IS,2019,138,Fagus,Luz,L16,1600,Peguere
L16Fa010,IS,2019,141.9411765,Fagus,Luz,L16,1600,Peguere
L10Qu001,IS,2019,118,Quercus,Luz,L10,1000,Bourdalats
L10Qu002,IS,2019,123,Quercus,Luz,L10,1000,Bourdalats
L10Qu003,IS,2019,129,Quercus,Luz,L10,1000,Bourdalats
L10Qu004,IS,2019,115.5,Quercus,Luz,L10,1000,Bourdalats
L10Qu022,IS,2019,125.5263158,Quercus,Luz,L10,1000,Bourdalats
L10Qu006,IS,2019,123,Quercus,Luz,L10,1000,Bourdalats
L10Qu005,IS,2019,115.8947368,Quercus,Luz,L10,1000,Bourdalats
L10Qu013,IS,2019,125.7692308,Quercus,Luz,L10,1000,Bourdalats
L10Qu018,IS,2019,130.9090909,Quercus,Luz,L10,1000,Bourdalats
L10Qu023,IS,2019,118.4237288,Quercus,Luz,L10,1000,Bourdalats
L10Qu024,IS,2019,129,Quercus,Luz,L10,1000,Bourdalats
L10Qu029,IS,2019,119.4,Quercus,Luz,L10,1000,Bourdalats
L10Qu016,IS,2019,118.5,Quercus,Luz,L10,1000,Bourdalats
L10Qu015,IS,2019,115.0588235,Quercus,Luz,L10,1000,Bourdalats
L10Qu019,IS,2019,125.7692308,Quercus,Luz,L10,1000,Bourdalats
L10Qu025,IS,2019,118.5,Quercus,Luz,L10,1000,Bourdalats
L10Qu031,IS,2019,118.5,Quercus,Luz,L10,1000,Bourdalats
L10Qu021,IS,2019,123.75,Quercus,Luz,L10,1000,Bourdalats
L10Qu026,IS,2019,118.5,Quercus,Luz,L10,1000,Bourdalats
L10Qu027,IS,2019,116.5714286,Quercus,Luz,L10,1000,Bourdalats
L10Qu028,IS,2019,117.8076923,Quercus,Luz,L10,1000,Bourdalats
L10Qu007,IS,2019,129.4285714,Quercus,Luz,L10,1000,Bourdalats
L10Qu008,IS,2019,128.8983051,Quercus,Luz,L10,1000,Bourdalats
L10Qu009,IS,2019,110.4130435,Quercus,Luz,L10,1000,Bourdalats
L10Qu010,IS,2019,119.4,Quercus,Luz,L10,1000,Bourdalats
L10Qu011,IS,2019,119.1923077,Quercus,Luz,L10,1000,Bourdalats
L10Qu012,IS,2019,128.8983051,Quercus,Luz,L10,1000,Bourdalats
L12Qu001,IS,2019,127.4,Quercus,Luz,L12,1200,Gedre_bas
L12Qu002,IS,2019,128.5,Quercus,Luz,L12,1200,Gedre_bas
L12Qu003,IS,2019,126.1428571,Quercus,Luz,L12,1200,Gedre_bas
L12Qu004,IS,2019,130.173913,Quercus,Luz,L12,1200,Gedre_bas
L12Qu008,IS,2019,128.5,Quercus,Luz,L12,1200,Gedre_bas
L12Qu007,IS,2019,128.5,Quercus,Luz,L12,1200,Gedre_bas
L12Qu011,IS,2019,128.5,Quercus,Luz,L12,1200,Gedre_bas
L12Qu016,IS,2019,125.3157895,Quercus,Luz,L12,1200,Gedre_bas
L12Qu019,IS,2019,125.5384615,Quercus,Luz,L12,1200,Gedre_bas
L12Qu027,IS,2019,135.5,Quercus,Luz,L12,1200,Gedre_bas
L12Qu029,IS,2019,125.3157895,Quercus,Luz,L12,1200,Gedre_bas
L12Qu028,IS,2019,136.0769231,Quercus,Luz,L12,1200,Gedre_bas
L12Qu023,IS,2019,135.8947368,Quercus,Luz,L12,1200,Gedre_bas
L12Qu020,IS,2019,124.2941176,Quercus,Luz,L12,1200,Gedre_bas
L12Qu022,IS,2019,127.3043478,Quercus,Luz,L12,1200,Gedre_bas
L12Qu034,IS,2019,125.5384615,Quercus,Luz,L12,1200,Gedre_bas
L12Qu021,IS,2019,123,Quercus,Luz,L12,1200,Gedre_bas
L12Qu024,IS,2019,130.3333333,Quercus,Luz,L12,1200,Gedre_bas
L12Qu012,IS,2019,128.4067797,Quercus,Luz,L12,1200,Gedre_bas
L12Qu014,IS,2019,127.125,Quercus,Luz,L12,1200,Gedre_bas
L12Qu010,IS,2019,128.3103448,Quercus,Luz,L12,1200,Gedre_bas
L12Qu026,IS,2019,136.0769231,Quercus,Luz,L12,1200,Gedre_bas
L12Qu009,IS,2019,126.5,Quercus,Luz,L12,1200,Gedre_bas
L12Qu030,IS,2019,128.5,Quercus,Luz,L12,1200,Gedre_bas
L12Qu031,IS,2019,128.4067797,Quercus,Luz,L12,1200,Gedre_bas
L12Qu005,IS,2019,125.3157895,Quercus,Luz,L12,1200,Gedre_bas
L12Qu032,IS,2019,136.1891892,Quercus,Luz,L12,1200,Gedre_bas
L12Qu033,IS,2019,128.4067797,Quercus,Luz,L12,1200,Gedre_bas
L13Fa001,IS,2019,131.1052632,Fagus,Luz,L13,1300,Gedre_haut
L13Fa002,IS,2019,131.1794872,Fagus,Luz,L13,1300,Gedre_haut
L13Qu001,IS,2019,137,Quercus,Luz,L13,1300,Gedre_haut
L13Qu002,IS,2019,136.6129032,Quercus,Luz,L13,1300,Gedre_haut
L13Qu003,IS,2019,135.8947368,Quercus,Luz,L13,1300,Gedre_haut
L13Qu005,IS,2019,134,Quercus,Luz,L13,1300,Gedre_haut
L13Qu006,IS,2019,130.8571429,Quercus,Luz,L13,1300,Gedre_haut
L13Qu007,IS,2019,136.7931034,Quercus,Luz,L13,1300,Gedre_haut
L13Qu008,IS,2019,139.8,Quercus,Luz,L13,1300,Gedre_haut
L13Qu009,IS,2019,138.125,Quercus,Luz,L13,1300,Gedre_haut
L13Qu010,IS,2019,134,Quercus,Luz,L13,1300,Gedre_haut
L13Qu022,IS,2019,130.173913,Quercus,Luz,L13,1300,Gedre_haut
L13Qu011,IS,2019,138.5,Quercus,Luz,L13,1300,Gedre_haut
L13Qu023,IS,2019,128.5,Quercus,Luz,L13,1300,Gedre_haut
L13Qu033,IS,2019,136.0769231,Quercus,Luz,L13,1300,Gedre_haut
L13Qu013,IS,2019,138.125,Quercus,Luz,L13,1300,Gedre_haut
L13Qu030,IS,2019,137.6,Quercus,Luz,L13,1300,Gedre_haut
L13Qu025,IS,2019,134,Quercus,Luz,L13,1300,Gedre_haut
L13Qu014,IS,2019,125.5384615,Quercus,Luz,L13,1300,Gedre_haut
L13Qu031,IS,2019,129.5185185,Quercus,Luz,L13,1300,Gedre_haut
L13Qu032,IS,2019,135.8947368,Quercus,Luz,L13,1300,Gedre_haut
L13Qu017,IS,2019,136.0769231,Quercus,Luz,L13,1300,Gedre_haut
L13Qu016,IS,2019,135.8947368,Quercus,Luz,L13,1300,Gedre_haut
L13Qu015,IS,2019,135.0588235,Quercus,Luz,L13,1300,Gedre_haut
L13Qu018,IS,2019,135.0588235,Quercus,Luz,L13,1300,Gedre_haut
L13Qu027,IS,2019,134.5625,Quercus,Luz,L13,1300,Gedre_haut
L13Qu019,IS,2019,133.3125,Quercus,Luz,L13,1300,Gedre_haut
L13Qu020,IS,2019,135.5,Quercus,Luz,L13,1300,Gedre_haut
L13Qu021,IS,2019,138.5,Quercus,Luz,L13,1300,Gedre_haut
L12Fa032,IS,2019,129,Fagus,Luz,L12,1200,Gedre_bas
L12Fa004,IS,2019,131,Fagus,Luz,L12,1200,Gedre_bas
L12Fa003,IS,2019,129,Fagus,Luz,L12,1200,Gedre_bas
L12Fa005,IS,2019,132.5,Fagus,Luz,L12,1200,Gedre_bas
L12Fa011,IS,2019,133.1052632,Fagus,Luz,L12,1200,Gedre_bas
L12Fa010,IS,2019,131,Fagus,Luz,L12,1200,Gedre_bas
L12Fa006,IS,2019,131.25,Fagus,Luz,L12,1200,Gedre_bas
L12Fa007,IS,2019,129,Fagus,Luz,L12,1200,Gedre_bas
L12Fa008,IS,2019,129,Fagus,Luz,L12,1200,Gedre_bas
L12Fa022,IS,2019,120.75,Fagus,Luz,L12,1200,Gedre_bas
L12Fa023,IS,2019,120.9230769,Fagus,Luz,L12,1200,Gedre_bas
L12Fa024,IS,2019,126.4285714,Fagus,Luz,L12,1200,Gedre_bas
L12Fa025,IS,2019,131.25,Fagus,Luz,L12,1200,Gedre_bas
L12Fa026,IS,2019,125,Fagus,Luz,L12,1200,Gedre_bas
L12Fa027,IS,2019,131.9230769,Fagus,Luz,L12,1200,Gedre_bas
L12Fa028,IS,2019,121.4571429,Fagus,Luz,L12,1200,Gedre_bas
L12Fa029,IS,2019,121.4117647,Fagus,Luz,L12,1200,Gedre_bas
L12Fa030,IS,2019,126.4285714,Fagus,Luz,L12,1200,Gedre_bas
L12Fa031,IS,2019,131.25,Fagus,Luz,L12,1200,Gedre_bas
L12Fa017,IS,2019,128.3333333,Fagus,Luz,L12,1200,Gedre_bas
L3Qu005,IS,2019,77.5483871,Quercus,Luz,L3,300,Ibos
L3Qu006,IS,2019,71,Quercus,Luz,L3,300,Ibos
L3Qu007,IS,2019,74.64,Quercus,Luz,L3,300,Ibos
L3Qu038,IS,2019,91.92307692,Quercus,Luz,L3,300,Ibos
L3Qu001,IS,2019,67.66666667,Quercus,Luz,L3,300,Ibos
L3Qu033,IS,2019,90,Quercus,Luz,L3,300,Ibos
L3Qu002,IS,2019,75.375,Quercus,Luz,L3,300,Ibos
L3Qu003,IS,2019,79.47368421,Quercus,Luz,L3,300,Ibos
L3Qu004,IS,2019,74.08,Quercus,Luz,L3,300,Ibos
L3Qu042,IS,2019,90.68627451,Quercus,Luz,L3,300,Ibos
L3Qu047,IS,2019,89.91525424,Quercus,Luz,L3,300,Ibos
L3Qu049,IS,2019,92.14285714,Quercus,Luz,L3,300,Ibos
L3Qu050,IS,2019,95,Quercus,Luz,L3,300,Ibos
L3Qu059,IS,2019,87.30769231,Quercus,Luz,L3,300,Ibos
L3Qu058,IS,2019,99.2,Quercus,Luz,L3,300,Ibos
L3Qu055,IS,2019,95,Quercus,Luz,L3,300,Ibos
L3Qu013,IS,2019,74.11111111,Quercus,Luz,L3,300,Ibos
L3Qu014,IS,2019,72.75,Quercus,Luz,L3,300,Ibos
L3Qu015,IS,2019,66.5,Quercus,Luz,L3,300,Ibos
L3Qu016,IS,2019,74.04347826,Quercus,Luz,L3,300,Ibos
L3Qu018,IS,2019,72.7027027,Quercus,Luz,L3,300,Ibos
L3Qu019,IS,2019,79.12,Quercus,Luz,L3,300,Ibos
L3Qu011,IS,2019,75.45454545,Quercus,Luz,L3,300,Ibos
L3Qu020,IS,2019,72.86666667,Quercus,Luz,L3,300,Ibos
L3Qu021,IS,2019,74.92,Quercus,Luz,L3,300,Ibos
L1Qu012,IS,2019,74.98039216,Quercus,Luz,L1,100,Laveyron
L1Qu001,IS,2019,82,Quercus,Luz,L1,100,Laveyron
L1Fa001,IS,2019,111.6666667,Fagus,Luz,L1,100,Laveyron
L1Qu038,IS,2019,92.36585366,Quercus,Luz,L1,100,Laveyron
L1Qu016,IS,2019,82.07017544,Quercus,Luz,L1,100,Laveyron
L1Qu010,IS,2019,75.72093023,Quercus,Luz,L1,100,Laveyron
L1Qu009,IS,2019,82.44444444,Quercus,Luz,L1,100,Laveyron
L1Qu050,IS,2019,90.42372881,Quercus,Luz,L1,100,Laveyron
L1Fa011,IS,2019,105.7142857,Fagus,Luz,L1,100,Laveyron
L1Fa022,IS,2019,93.39285714,Fagus,Luz,L1,100,Laveyron
L1Qu043,IS,2019,90.74545455,Quercus,Luz,L1,100,Laveyron
L1Qu041,IS,2019,102,Quercus,Luz,L1,100,Laveyron
L1Qu066,IS,2019,81.2,Quercus,Luz,L1,100,Laveyron
L1Qu073,IS,2019,81.63636364,Quercus,Luz,L1,100,Laveyron
L1Qu065,IS,2019,83.77777778,Quercus,Luz,L1,100,Laveyron
L1Qu075,IS,2019,75.51111111,Quercus,Luz,L1,100,Laveyron
L1Qu074,IS,2019,87.58823529,Quercus,Luz,L1,100,Laveyron
L1Qu064,IS,2019,73.03225806,Quercus,Luz,L1,100,Laveyron
L1Qu067,IS,2019,91.4,Quercus,Luz,L1,100,Laveyron
L1Qu072,IS,2019,90.05,Quercus,Luz,L1,100,Laveyron
L1Qu068,IS,2019,87.58823529,Quercus,Luz,L1,100,Laveyron
L1Qu071,IS,2019,92.15789474,Quercus,Luz,L1,100,Laveyron
L1Qu070,IS,2019,91.32653061,Quercus,Luz,L1,100,Laveyron
L1Qu069,IS,2019,88.79310345,Quercus,Luz,L1,100,Laveyron
L1Qu047,IS,2019,90.69565217,Quercus,Luz,L1,100,Laveyron
L1Qu013,IS,2019,77.5483871,Quercus,Luz,L1,100,Laveyron
L1Qu025,IS,2019,84.48648649,Quercus,Luz,L1,100,Laveyron
L1Qu014,IS,2019,81.33333333,Quercus,Luz,L1,100,Laveyron
L1Fa020,IS,2019,100.1578947,Fagus,Luz,L1,100,Laveyron
L1Fa019,IS,2019,106.875,Fagus,Luz,L1,100,Laveyron
L1Fa018,IS,2019,111.6666667,Fagus,Luz,L1,100,Laveyron
L1Fa017,IS,2019,108.1578947,Fagus,Luz,L1,100,Laveyron
L1Fa016,IS,2019,112.173913,Fagus,Luz,L1,100,Laveyron
L1Fa034,IS,2019,112.1111111,Fagus,Luz,L1,100,Laveyron
L1Fa035,IS,2019,93.28571429,Fagus,Luz,L1,100,Laveyron
L1Fa036,IS,2019,98.11111111,Fagus,Luz,L1,100,Laveyron
L1Fa037,IS,2019,100.5,Fagus,Luz,L1,100,Laveyron
L1Fa015,IS,2019,111.6666667,Fagus,Luz,L1,100,Laveyron
L1Fa013,IS,2019,111.1764706,Fagus,Luz,L1,100,Laveyron
L1Fa012,IS,2019,112.7391304,Fagus,Luz,L1,100,Laveyron
L1Fa032,IS,2019,112.0454545,Fagus,Luz,L1,100,Laveyron
L1Qu078,IS,2019,82.73469388,Quercus,Luz,L1,100,Laveyron
L1Fa031,IS,2019,112.2916667,Fagus,Luz,L1,100,Laveyron
L1Qu077,IS,2019,81.55555556,Quercus,Luz,L1,100,Laveyron
L1Fa030,IS,2019,111.6666667,Fagus,Luz,L1,100,Laveyron
L1Fa029,IS,2019,101.5333333,Fagus,Luz,L1,100,Laveyron
L1Qu076,IS,2019,82.13793103,Quercus,Luz,L1,100,Laveyron
L4Fa028,IS,2019,112.4,Fagus,Luz,L4,400,Ade
L4Fa026,IS,2019,112.0454545,Fagus,Luz,L4,400,Ade
L4Fa025,IS,2019,114.3809524,Fagus,Luz,L4,400,Ade
L4Fa024,IS,2019,117.2857143,Fagus,Luz,L4,400,Ade
L4Fa023,IS,2019,107.7777778,Fagus,Luz,L4,400,Ade
L4Fa022,IS,2019,121,Fagus,Luz,L4,400,Ade
L4Fa021,IS,2019,112.5925926,Fagus,Luz,L4,400,Ade
L4Fa014,IS,2019,111.5789474,Fagus,Luz,L4,400,Ade
L4Fa006,IS,2019,112.7966102,Fagus,Luz,L4,400,Ade
L4Fa007,IS,2019,112.7586207,Fagus,Luz,L4,400,Ade
L4Fa008,IS,2019,112.4,Fagus,Luz,L4,400,Ade
L4Fa009,IS,2019,112.4,Fagus,Luz,L4,400,Ade
L4Fa010,IS,2019,113.9736842,Fagus,Luz,L4,400,Ade
L4Fa001,IS,2019,111.6666667,Fagus,Luz,L4,400,Ade
L4Fa002,IS,2019,112.7966102,Fagus,Luz,L4,400,Ade
L4Fa005,IS,2019,113.375,Fagus,Luz,L4,400,Ade
L4Fa004,IS,2019,113.1754386,Fagus,Luz,L4,400,Ade
L8Qu001,IS,2019,110,Quercus,Luz,L8,800,PapQu
L8Qu002,IS,2019,108,Quercus,Luz,L8,800,PapQu
L8Qu008,IS,2019,111.8181818,Quercus,Luz,L8,800,PapQu
L8Qu007,IS,2019,110.1818182,Quercus,Luz,L8,800,PapQu
L8Qu009,IS,2019,114,Quercus,Luz,L8,800,PapQu
L8Qu003,IS,2019,108.2068966,Quercus,Luz,L8,800,PapQu
L8Qu018,IS,2019,114,Quercus,Luz,L8,800,PapQu
L8Qu016,IS,2019,113.7391304,Quercus,Luz,L8,800,PapQu
L8Qu015,IS,2019,111.3103448,Quercus,Luz,L8,800,PapQu
L8Qu004,IS,2019,111.1525424,Quercus,Luz,L8,800,PapQu
L8Qu040,IS,2019,119.8695652,Quercus,Luz,L8,800,PapQu
L8Qu041,IS,2019,118.8461538,Quercus,Luz,L8,800,PapQu
L8Qu011,IS,2019,114,Quercus,Luz,L8,800,PapQu
L8Qu042,IS,2019,128.4067797,Quercus,Luz,L8,800,PapQu
L8Qu014,IS,2019,116.0769231,Quercus,Luz,L8,800,PapQu
L8Qu020,IS,2019,112.1886792,Quercus,Luz,L8,800,PapQu
L8Qu024,IS,2019,110.195122,Quercus,Luz,L8,800,PapQu
L8Qu025,IS,2019,111,Quercus,Luz,L8,800,PapQu
L8Qu026,IS,2019,110,Quercus,Luz,L8,800,PapQu
L8Qu027,IS,2019,111.0989011,Quercus,Luz,L8,800,PapQu
L8Qu028,IS,2019,111.8181818,Quercus,Luz,L8,800,PapQu
L8Qu037,IS,2019,125.5384615,Quercus,Luz,L8,800,PapQu
L8Qu035,IS,2019,128.3103448,Quercus,Luz,L8,800,PapQu
L8Qu034,IS,2019,128.5,Quercus,Luz,L8,800,PapQu
L8Qu032,IS,2019,123.6875,Quercus,Luz,L8,800,PapQu
L8Fa026,IS,2019,117.375,Fagus,Luz,L8,800,PapQu
L8Fa025,IS,2019,127.125,Fagus,Luz,L8,800,PapQu
L8Fa024,IS,2019,133,Fagus,Luz,L8,800,PapQu
L8Fa023,IS,2019,121.5,Fagus,Luz,L8,800,PapQu
L8Fa014,IS,2019,134,Fagus,Luz,L8,800,PapQu
L8Fa013,IS,2019,126.1428571,Fagus,Luz,L8,800,PapQu
L8Fa012,IS,2019,133.3125,Fagus,Luz,L8,800,PapQu
L8Fa015,IS,2019,141.4358974,Fagus,Luz,L8,800,PapQu
L8Fa016,IS,2019,131.1794872,Fagus,Luz,L8,800,PapQu
L8Fa017,IS,2019,136.8571429,Fagus,Luz,L8,800,PapQu
L8Fa011,IS,2019,131.3809524,Fagus,Luz,L8,800,PapQu
L8Fa007,IS,2019,136.8571429,Fagus,Luz,L8,800,PapQu
L8Fa006,IS,2019,126.1428571,Fagus,Luz,L8,800,PapQu
L8Fa005,IS,2019,121.3636364,Fagus,Luz,L8,800,PapQu
L8Fa009,IS,2019,133.3125,Fagus,Luz,L8,800,PapQu
L8Fa008,IS,2019,126.1428571,Fagus,Luz,L8,800,PapQu
L8Fa010,IS,2019,121.3928571,Fagus,Luz,L8,800,PapQu
L8Fa001,IS,2019,131.1052632,Fagus,Luz,L8,800,PapQu
L8Fa002,IS,2019,133.12,Fagus,Luz,L8,800,PapQu
L8Fa003,IS,2019,131.5,Fagus,Luz,L8,800,PapQu
L8Fa018,IS,2019,131.1794872,Fagus,Luz,L8,800,PapQu
L8Fa019,IS,2019,131.6216216,Fagus,Luz,L8,800,PapQu
L8Fa020,IS,2019,133.2903226,Fagus,Luz,L8,800,PapQu
L8Fa027,IS,2019,131.1794872,Fagus,Luz,L8,800,PapQu
L8Fa028,IS,2019,131.5,Fagus,Luz,L8,800,PapQu
L8Fa021,IS,2019,138.4444444,Fagus,Luz,L8,800,PapQu
L8Fa022,IS,2019,131.9047619,Fagus,Luz,L8,800,PapQu
L16Fa050,IS,2019,142.5,Fagus,Luz,L16,1600,Peguere
L16Fa051,IS,2019,142.5,Fagus,Luz,L16,1600,Peguere
L16Qu001,IS,2019,159.5217391,Quercus,Luz,L16,1600,Peguere
L16Qu002,IS,2019,158.5555556,Quercus,Luz,L16,1600,Peguere
L16Qu032,IS,2019,156.6842105,Quercus,Luz,L16,1600,Peguere
L16Qu005,IS,2019,156.3333333,Quercus,Luz,L16,1600,Peguere
